name,year,selling_price,km_driven,fuel,transmission,owner,mileage,engine
Ford Fiesta 1.6 SXI ABS Duratec,2011,32500.0,5328.7,Petrol,Manual,First Owner,,
Ford Fiesta Classic 1.4 SXI Duratorq,2009,19000.0,10000.0,Diesel,Manual,Second Owner,17.8 kmpl,1399 CC
Hyundai i20 Active 1.4 SX with AVN,2017,71500.0,6000.0,Diesel,Manual,First Owner,21.19 kmpl,1396 CC
Tata Indigo CS eVX,2013,22799.9,6000.0,Diesel,Manual,Second Owner,25.0 kmpl,1396 CC
Tata Bolt Quadrajet XE,2017,45000.0,5000.0,Diesel,Manual,First Owner,22.95 kmpl,1248 CC
Chevrolet Beat Diesel LT,2015,20000.0,4000.0,Diesel,Manual,First Owner,25.44 kmpl,936 CC
Maruti Wagon R LXI CNG,2017,40000.0,11000.0,CNG,Manual,First Owner,26.6 km/kg,998 CC
Maruti Ertiga SHVS VDI,2016,72500.0,11000.0,Diesel,Manual,First Owner,24.52 kmpl,1248 CC
Ford Figo Diesel Titanium,2014,30000.0,8000.0,Diesel,Manual,First Owner,20.0 kmpl,1399 CC
Toyota Innova 2.5 GX (Diesel) 8 Seater,2016,115100.0,6950.0,Diesel,Manual,Second Owner,12.99 kmpl,2494 CC
Datsun GO T BSIV,2014,22500.0,3300.0,Petrol,Manual,First Owner,20.63 kmpl,1198 CC
Hyundai i10 Magna 1.1L,2016,38000.0,8000.0,Petrol,Manual,First Owner,19.81 kmpl,1086 CC
Hyundai Elite i20 Magna Plus BSIV,2019,63000.0,500.0,Petrol,Manual,First Owner,18.6 kmpl,1197 CC
Hyundai i10 Magna 1.2 iTech SE,2014,35100.0,2500.0,Petrol,Manual,First Owner,20.36 kmpl,1197 CC
Skoda Fabia 1.2 TDI Active Plus,2012,19900.0,5000.0,Diesel,Manual,Second Owner,20.86 kmpl,1199 CC
Tata Hexa XE,2017,85000.0,5000.0,Diesel,Manual,First Owner,17.6 kmpl,2179 CC
Tata Indica Vista Terra Quadrajet 1.3L,2010,10500.0,12000.0,Diesel,Manual,Second Owner,18.0 kmpl,1248 CC
Tata Manza Aura (ABS) Quadrajet,2010,30000.0,12000.0,Diesel,Manual,Third Owner,18.8 kmpl,1248 CC
Toyota Innova 2.5 GX (Diesel) 7 Seater,2016,95000.0,8000.0,Diesel,Manual,First Owner,12.99 kmpl,2494 CC
Mahindra TUV 300 T8,2015,43000.0,11000.0,Diesel,Manual,Second Owner,18.49 kmpl,1493 CC
Ford Endeavour 3.2 Titanium AT 4X4,2016,210000.0,8000.0,Diesel,Automatic,First Owner,10.91 kmpl,3198 CC
Hyundai Grand i10 1.2 CRDi Sportz,2018,54000.0,3000.0,Diesel,Manual,First Owner,24.0 kmpl,1186 CC
Hyundai Santro Xing GL LPG,2012,17500.0,6000.0,LPG,Manual,Second Owner,17.8 km/kg,1086 CC
Hyundai Creta 1.6 CRDi AT SX Plus,2018,115000.0,4400.0,Diesel,Automatic,First Owner,17.01 kmpl,1582 CC
Maruti Alto 800 LXI,2020,35000.0,500.0,Petrol,Manual,First Owner,22.05 kmpl,796 CC
Hyundai Elite i20 Petrol Asta Option,2019,69000.0,1800.0,Petrol,Manual,First Owner,18.6 kmpl,1197 CC
Hyundai i20 Asta 1.4 CRDi,2015,53500.0,8000.0,Diesel,Manual,First Owner,22.54 kmpl,1396 CC
Maruti Vitara Brezza ZDi Plus,2016,73000.0,10000.0,Diesel,Manual,First Owner,24.3 kmpl,1248 CC
Hyundai EON Era Plus,2016,28000.0,1900.0,Petrol,Manual,First Owner,21.1 kmpl,814 CC
Maruti Swift AMT ZXI,2019,65000.0,3300.0,Petrol,Automatic,First Owner,21.21 kmpl,1197 CC
Toyota Innova 2.5 GX 7 STR,2012,52000.0,16200.0,Diesel,Manual,Fourth & Above Owner,12.8 kmpl,2494 CC
Hyundai Xcent 1.2 VTVT E,2020,36000.0,6500.0,Petrol,Manual,Second Owner,20.14 kmpl,1197 CC
Maruti Swift Dzire Vdi BSIV,2011,25000.0,17000.0,Diesel,Manual,First Owner,19.3 kmpl,1248 CC
Volkswagen Ameo 1.5 TDI Trendline,2017,57500.0,4000.0,Diesel,Manual,First Owner,21.66 kmpl,1498 CC
Tata Indigo CS LS (TDI) BS III,2012,17000.0,12000.0,Diesel,Manual,Third Owner,19.09 kmpl,1396 CC
Maruti Vitara Brezza LDi Option,2017,71100.0,5300.0,Diesel,Manual,First Owner,24.3 kmpl,1248 CC
Maruti Wagon R VXI BSIII,2013,25000.0,9000.0,Petrol,Manual,First Owner,18.9 kmpl,998 CC
Maruti Swift Dzire VDI Optional,2017,67500.0,3500.0,Diesel,Manual,First Owner,26.59 kmpl,1248 CC
Maruti Wagon R VXI BS IV,2016,32500.0,5000.0,Petrol,Manual,First Owner,20.51 kmpl,998 CC
Maruti Alto 800 LXI,2016,25000.0,2000.0,Petrol,Manual,First Owner,22.74 kmpl,796 CC
Maruti Swift AMT ZDI,2019,74000.0,3800.0,Diesel,Automatic,First Owner,28.4 kmpl,1248 CC
Honda Amaze S i-VTEC,2019,69000.0,130.3,Petrol,Manual,First Owner,17.8 kmpl,1198 CC
Audi Q5 35TDI Premium Plus,2018,397500.0,3180.0,Diesel,Automatic,First Owner,17.01 kmpl,1968 CC
Lexus ES 300h,2019,515000.0,2000.0,Petrol,Automatic,First Owner,22.37 kmpl,2487 CC
Jaguar XF 2.0 Diesel Portfolio,2017,320000.0,4500.0,Diesel,Automatic,First Owner,19.33 kmpl,1999 CC
Jeep Wrangler 2016-2019 3.6 4X4,2017,410000.0,1700.0,Petrol,Automatic,First Owner,9.5 kmpl,3604 CC
Land Rover Discovery Sport TD4 SE,2019,450000.0,2100.0,Diesel,Automatic,First Owner,12.83 kmpl,1999 CC
BMW 5 Series 520d Sport Line,2018,379000.0,2950.0,Diesel,Automatic,First Owner,22.48 kmpl,1995 CC
Honda CR-V 2.4L 4WD AT AVN,2017,175000.0,7300.0,Petrol,Automatic,First Owner,12.0 kmpl,2354 CC
Skoda Superb LK 1.8 TSI AT,2018,186499.9,5000.0,Petrol,Automatic,First Owner,14.67 kmpl,1798 CC
Maruti Ciaz 1.3 Alpha,2017,80000.0,2805.0,Diesel,Manual,First Owner,28.09 kmpl,1248 CC
Honda CR-V 2.4L 4WD AT AVN,2017,182500.0,5800.0,Petrol,Automatic,First Owner,12.0 kmpl,2354 CC
Tata Hexa XTA,2017,129500.0,5800.0,Diesel,Automatic,First Owner,17.6 kmpl,2179 CC
Renault Duster 85PS Diesel RxZ,2014,42500.0,6900.0,Diesel,Manual,First Owner,19.87 kmpl,1461 CC
Mercedes-Benz GL-Class 350 CDI Luxury,2016,409000.0,7000.0,Diesel,Automatic,First Owner,12.0 kmpl,2987 CC
Hyundai Creta 1.6 SX Automatic Diesel,2015,91000.0,4000.0,Diesel,Automatic,First Owner,17.6 kmpl,1582 CC
Toyota Corolla Altis 1.8 G CVT,2013,62500.0,3900.0,Petrol,Automatic,First Owner,14.28 kmpl,1798 CC
Volvo XC40 D4 R-Design,2018,340000.0,2200.0,Diesel,Automatic,First Owner,18.0 kmpl,1969 CC
Maruti Ciaz ZDi,2015,53500.0,4000.0,Diesel,Manual,First Owner,26.21 kmpl,1248 CC
Mahindra Bolero 2011-2019 SLX,2011,32500.0,14200.0,Diesel,Manual,First Owner,15.96 kmpl,2523 CC
Maruti Swift VXI Deca,2016,50000.0,2294.7,Petrol,Manual,First Owner,20.4 kmpl,1197 CC
Hyundai i10 Sportz,2013,30000.0,3000.0,Petrol,Manual,Second Owner,20.36 kmpl,1197 CC
Hyundai EON D Lite Plus,2016,27000.0,767.2,Petrol,Manual,First Owner,21.1 kmpl,814 CC
Maruti Alto LXi,2010,16000.0,3665.9,Petrol,Manual,First Owner,19.7 kmpl,796 CC
Maruti Omni E MPI STD BS IV,2016,21000.0,6000.0,Petrol,Manual,First Owner,16.8 kmpl,796 CC
Mahindra XUV500 W4,2014,85000.0,12000.0,Diesel,Manual,First Owner,15.1 kmpl,2179 CC
Mahindra XUV500 W4,2014,88000.0,12000.0,Diesel,Manual,First Owner,15.1 kmpl,2179 CC
Maruti Zen Estilo Sports,2010,15000.0,3900.0,Petrol,Manual,First Owner,16.9 kmpl,1061 CC
Mahindra TUV 300 T8 AMT,2015,77500.0,4500.0,Diesel,Automatic,First Owner,18.49 kmpl,1493 CC
Maruti Alto LXi,2009,16000.0,7000.0,Petrol,Manual,Third Owner,19.7 kmpl,796 CC
Ford Figo Diesel EXI,2012,22000.0,10000.0,Diesel,Manual,Second Owner,20.0 kmpl,1399 CC
Hyundai i20 1.4 Asta Option,2017,67000.0,4800.0,Diesel,Manual,First Owner,22.54 kmpl,1396 CC
Hyundai i20 1.4 Sportz,2018,78000.0,3500.0,Diesel,Manual,First Owner,22.54 kmpl,1396 CC
Maruti Baleno Sigma 1.2,2017,51500.0,2300.0,Petrol,Manual,First Owner,21.4 kmpl,1197 CC
Hyundai i20 2015-2017 Asta 1.4 CRDi,2017,80000.0,1400.0,Diesel,Manual,First Owner,22.54 kmpl,1396 CC
Hyundai i20 2015-2017 Asta 1.4 CRDi,2017,80000.0,1400.0,Diesel,Manual,First Owner,22.54 kmpl,1396 CC
Mahindra XUV500 W8 2WD,2014,85000.0,6000.0,Diesel,Manual,First Owner,15.1 kmpl,2179 CC
Hyundai EON Era Plus,2013,20000.0,6000.0,Petrol,Manual,Second Owner,21.1 kmpl,814 CC
Skoda Fabia 1.4 TDI Ambiente,2008,14000.0,15000.0,Diesel,Manual,Third Owner,19.4 kmpl,1422 CC
Hyundai Verna 1.6 VTVT AT SX,2016,80000.0,8000.0,Petrol,Automatic,Second Owner,17.01 kmpl,1591 CC
Maruti Alto K10 2010-2014 VXI,2013,25000.0,3500.0,Petrol,Manual,First Owner,20.92 kmpl,998 CC
Maruti S-Cross 2017-2020 Zeta DDiS 200 SH,2017,80000.0,4450.0,Diesel,Manual,First Owner,25.1 kmpl,1248 CC
Maruti Ciaz ZDi Plus,2015,60000.0,6000.0,Diesel,Manual,Third Owner,26.21 kmpl,1248 CC
Renault Fluence Diesel E4,2012,25000.0,12000.0,Diesel,Manual,Third Owner,21.8 kmpl,1461 CC
Honda Amaze S i-DTEC,2016,50000.0,8000.0,Diesel,Manual,Second Owner,25.8 kmpl,1498 CC
Maruti Gypsy King Soft Top MPI BSIV,2019,75000.0,990.0,Petrol,Manual,First Owner,11.96 kmpl,1298 CC
Maruti Swift ZDi,2014,65000.0,6800.0,Diesel,Manual,First Owner,22.9 kmpl,1248 CC
Toyota Etios Liva G,2012,35000.0,4000.0,Petrol,Manual,Third Owner,,
Honda BRV i-DTEC V MT,2016,95000.0,6000.0,Diesel,Manual,First Owner,21.9 kmpl,1498 CC
Chevrolet Tavera Neo 3 LS 10 Seats BSIII,2015,58000.0,11000.0,Diesel,Manual,Second Owner,13.58 kmpl,2499 CC
Hyundai Grand i10 1.2 Kappa Sportz Dual Tone,2019,64000.0,1000.0,Petrol,Manual,First Owner,18.9 kmpl,1197 CC
Mahindra Scorpio VLX 2WD AT BSIII,2014,80000.0,8000.0,Diesel,Automatic,First Owner,11.79 kmpl,2179 CC
Maruti A-Star Vxi,2011,34700.0,3000.0,Petrol,Manual,First Owner,19.0 kmpl,998 CC
Mahindra XUV500 W8 2WD,2014,100000.0,12000.0,Diesel,Manual,Third Owner,15.1 kmpl,2179 CC
Hyundai EON Sportz,2016,30000.0,3500.0,Petrol,Manual,First Owner,21.1 kmpl,814 CC
Tata Tigor 1.2 Revotron XZ,2017,49300.0,4000.0,Petrol,Manual,First Owner,20.3 kmpl,1199 CC
Hyundai Grand i10 Magna,2014,37000.0,6000.0,Petrol,Manual,First Owner,18.9 kmpl,1197 CC
Maruti Swift Dzire ZDi,2008,25000.0,9000.0,Diesel,Manual,Fourth & Above Owner,19.3 kmpl,1248 CC
Datsun RediGO 1.0 T Option,2017,30000.0,2000.0,Petrol,Manual,First Owner,22.5 kmpl,999 CC
Renault KWID Climber 1.0 AMT,2017,45000.0,4000.0,Petrol,Automatic,First Owner,24.04 kmpl,999 CC
Ford Figo Diesel Titanium,2010,18500.0,12431.6,Diesel,Manual,Second Owner,20.0 kmpl,1399 CC
Mahindra XUV300 W8 Option Dual Tone Diesel BSIV,2019,122500.0,654.4,Diesel,Manual,First Owner,20.0 kmpl,1497 CC
Toyota Innova 2.5 GX (Diesel) 8 Seater,2015,100000.0,5000.0,Diesel,Manual,First Owner,12.99 kmpl,2494 CC
Hyundai i20 Magna 1.2,2016,60000.0,1000.0,Petrol,Manual,First Owner,18.6 kmpl,1197 CC
Mahindra XUV500 W7 BSIV,2018,110000.0,5000.0,Diesel,Manual,First Owner,15.1 kmpl,2179 CC
Hyundai Grand i10 SportZ Edition,2015,36000.0,3000.0,Petrol,Manual,Second Owner,18.9 kmpl,1197 CC
Maruti Swift Dzire VXi,2012,28500.0,6900.0,Petrol,Manual,First Owner,17.5 kmpl,1298 CC
Mahindra KUV 100 mFALCON D75 K8,2016,35000.0,4960.0,Diesel,Manual,Second Owner,25.32 kmpl,1198 CC
Hyundai i10 Era,2008,13000.0,3000.0,Petrol,Manual,Second Owner,19.81 kmpl,1086 CC
Chevrolet Enjoy 1.3 TCDi LTZ 8,2016,50000.0,19800.0,Diesel,Manual,First Owner,18.2 kmpl,1248 CC
Hyundai i20 Asta (o),2010,35000.0,8000.0,Petrol,Manual,First Owner,17.0 kmpl,1197 CC
Maruti Baleno Delta Automatic,2019,68500.0,1900.0,Petrol,Automatic,First Owner,21.4 kmpl,1197 CC
Maruti Eeco CNG 5 Seater AC BSIV,2020,39900.0,500.0,CNG,Manual,First Owner,21.94 km/kg,1196 CC
Hyundai Grand i10 1.2 Kappa Magna BSIV,2017,52500.0,1000.0,Petrol,Manual,First Owner,18.9 kmpl,1197 CC
Maruti Ertiga BSIV VXI,2017,76500.0,4000.0,Petrol,Manual,First Owner,17.5 kmpl,1373 CC
Maruti Swift VDI,2012,45000.0,9700.0,Diesel,Manual,Third Owner,22.9 kmpl,1248 CC
Tata Estate Std,1999,7800.0,8000.0,Diesel,Manual,Third Owner,,
Nissan Micra Active XV,2014,39000.0,3000.0,Petrol,Manual,First Owner,19.69 kmpl,1198 CC
Maruti Ertiga SHVS ZDI Plus,2017,94000.0,12000.0,Diesel,Manual,First Owner,24.52 kmpl,1248 CC
Renault Duster 110PS Diesel RxZ,2013,65000.0,12000.0,Diesel,Manual,Second Owner,19.01 kmpl,1461 CC
Ford Figo Diesel Titanium,2012,32000.0,10399.4,Diesel,Manual,Fourth & Above Owner,20.0 kmpl,1399 CC
Toyota Corolla AE,2003,14500.0,7000.0,Petrol,Manual,Second Owner,13.4 kmpl,1794 CC
Ford Figo Aspire 1.5 TDCi Titanium,2017,67000.0,7000.0,Diesel,Manual,First Owner,25.83 kmpl,1498 CC
Maruti SX4 ZDI Leather,2011,35000.0,11500.0,Diesel,Manual,Fourth & Above Owner,21.5 kmpl,1248 CC
Tata Indica Vista Quadrajet VX,2012,28500.0,17800.0,Diesel,Manual,Second Owner,22.3 kmpl,1248 CC
Maruti Zen Estilo LX BSIV,2011,30000.0,4000.0,Petrol,Manual,Third Owner,19.0 kmpl,998 CC
Ford Figo Diesel EXI,2011,30000.0,8000.0,Diesel,Manual,First Owner,20.0 kmpl,1399 CC
Audi Q7 3.0 TDI Quattro,2009,81000.0,9800.0,Diesel,Automatic,Fourth & Above Owner,12.07 kmpl,2967 CC
Tata Indica V2 DLS TC,2009,9000.0,11800.0,Diesel,Manual,Second Owner,16.8 kmpl,1405 CC
Maruti Alto LX,2004,10000.0,10000.0,Petrol,Manual,Second Owner,19.7 kmpl,796 CC
Tata Indica V2 2001-2011 DLS BSIII,2009,9000.0,12000.0,Diesel,Manual,Second Owner,17.88 kmpl,1396 CC
Mahindra Scorpio Gateway 2WD,2013,45999.9,12000.0,Diesel,Manual,Second Owner,13.5 kmpl,2609 CC
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2009,52500.0,21700.0,Diesel,Manual,Fourth & Above Owner,12.8 kmpl,2494 CC
Maruti Wagon R AX BSIV,2011,25000.0,6500.0,Petrol,Manual,Second Owner,18.9 kmpl,998 CC
Hyundai i10 Asta,2012,30000.0,4100.0,Petrol,Manual,Second Owner,20.36 kmpl,1197 CC
Maruti Swift ZXI ABS,2005,13000.0,12000.0,Petrol,Manual,Second Owner,16.1 kmpl,1298 CC
Maruti Alto K10 LXI,2011,19900.0,7000.0,Petrol,Manual,Third Owner,20.92 kmpl,998 CC
Renault Duster 85PS Diesel RxL Optional,2012,54500.0,9000.0,Diesel,Manual,Second Owner,20.46 kmpl,1461 CC
Maruti Ertiga ZDI,2014,57000.0,8000.0,Diesel,Manual,Second Owner,20.77 kmpl,1248 CC
Honda City 2017-2020 VTEC,2006,15000.0,12000.0,Petrol,Manual,Second Owner,16.9 kmpl,1497 CC
Maruti Alto STD,2009,11499.9,10000.0,Petrol,Manual,First Owner,19.7 kmpl,796 CC
Tata Tigor 1.2 Revotron XT,2018,45000.0,3500.0,Petrol,Manual,First Owner,20.3 kmpl,1199 CC
Renault Triber RXT BSIV,2019,60000.0,500.0,Petrol,Manual,First Owner,20.0 kmpl,999 CC
Maruti Vitara Brezza VDi Option,2016,61000.0,11000.0,Diesel,Manual,First Owner,24.3 kmpl,1248 CC
Hyundai i20 1.2 Asta Option,2017,69000.0,2000.0,Petrol,Manual,First Owner,18.6 kmpl,1197 CC
Tata Nexon 1.2 Revotron XZ Plus,2018,79000.0,1500.0,Petrol,Manual,First Owner,17.0 kmpl,1198 CC
Maruti Alto K10 2010-2014 VXI,2014,25499.9,4000.0,Petrol,Manual,Second Owner,20.92 kmpl,998 CC
Honda Jazz 1.2 V i VTEC,2016,50000.0,4100.0,Petrol,Manual,First Owner,18.7 kmpl,1199 CC
Mahindra Bolero SLX,2011,34000.0,10000.0,Diesel,Manual,Second Owner,13.6 kmpl,2523 CC
Mahindra Bolero SLX,2007,24500.0,11000.0,Diesel,Manual,Third Owner,13.6 kmpl,2523 CC
Ford Fiesta Classic 1.4 Duratorq CLXI,2012,34000.0,12000.0,Diesel,Manual,Third Owner,17.8 kmpl,1399 CC
Maruti Wagon R LXI,2008,22100.0,3500.8,Petrol,Manual,First Owner,21.79 kmpl,998 CC
Datsun RediGO T,2017,27000.0,3110.0,Petrol,Manual,First Owner,22.7 kmpl,799 CC
Hyundai Xcent 1.1 CRDi Base,2014,45500.0,4231.2,Diesel,Manual,First Owner,24.4 kmpl,1120 CC
Toyota Etios G Safety,2011,30000.0,7200.0,Petrol,Manual,First Owner,17.6 kmpl,1496 CC
Toyota Etios Liva 1.4 GD,2014,48000.0,5489.1,Diesel,Manual,First Owner,23.59 kmpl,1364 CC
Hyundai Verna CRDi 1.6 AT SX Plus,2018,100000.0,3000.0,Diesel,Automatic,First Owner,22.0 kmpl,1582 CC
BMW 3 Series 320d Luxury Line Plus,2017,260000.0,4400.0,Diesel,Automatic,First Owner,22.69 kmpl,1995 CC
Toyota Innova Crysta 2.8 ZX AT BSIV,2017,185000.0,1889.0,Diesel,Automatic,First Owner,11.36 kmpl,2755 CC
Renault Koleos 2.0 Diesel,2013,100000.0,7501.0,Diesel,Automatic,First Owner,13.73 kmpl,1995 CC
Renault Pulse RxZ Optional,2012,24500.0,10000.0,Diesel,Manual,First Owner,23.08 kmpl,1461 CC
Hyundai Grand i10 Magna AT,2019,62500.0,433.7,Petrol,Automatic,First Owner,18.9 kmpl,1197 CC
Volkswagen Polo 2015-2019 1.0 MPI Trendline,2018,56000.0,1449.5,Petrol,Manual,First Owner,18.78 kmpl,999 CC
Mahindra XUV500 W9 BSIV,2018,147500.0,2400.0,Diesel,Manual,First Owner,15.1 kmpl,2179 CC
Toyota Corolla Altis Diesel D4DG,2010,42500.0,8358.5,Diesel,Manual,First Owner,21.43 kmpl,1364 CC
Volkswagen Polo GT TSI,2014,55000.0,3100.0,Petrol,Automatic,Second Owner,17.21 kmpl,1197 CC
Toyota Innova Crysta 2.4 GX MT BSIV,2016,147500.0,10000.0,Diesel,Manual,First Owner,13.68 kmpl,2393 CC
Renault Duster 85PS Diesel RxL,2017,75000.0,4840.6,Diesel,Manual,First Owner,19.87 kmpl,1461 CC
Hyundai i20 Era 1.4 CRDi,2016,57000.0,5623.9,Diesel,Manual,First Owner,22.54 kmpl,1396 CC
Maruti Baleno Delta 1.2,2015,58500.0,3324.3,Petrol,Manual,First Owner,21.4 kmpl,1197 CC
Honda Jazz 1.2 S AT i VTEC,2016,60000.0,2600.0,Petrol,Automatic,First Owner,19.0 kmpl,1199 CC
Toyota Etios GD,2012,41500.0,9000.0,Diesel,Manual,First Owner,,
Hyundai i20 Active 1.2 SX with AVN,2016,53000.0,12000.0,Petrol,Manual,Second Owner,17.19 kmpl,1197 CC
Hyundai i20 Asta Option 1.2,2016,54000.0,3800.0,Petrol,Manual,First Owner,18.6 kmpl,1197 CC
Hyundai EON Era Plus,2013,18000.0,6000.0,Petrol,Manual,First Owner,21.1 kmpl,814 CC
Maruti Swift Dzire VXI,2014,45000.0,3000.0,Petrol,Manual,First Owner,19.1 kmpl,1197 CC
Chevrolet Beat LT,2015,20000.0,5000.0,Petrol,Manual,First Owner,18.6 kmpl,1199 CC
Tata Tiago 1.2 Revotron XZ,2017,42500.0,4200.0,Petrol,Manual,First Owner,23.84 kmpl,1199 CC
Chevrolet Sail 1.2 LS ABS,2016,40000.0,3000.0,Petrol,Manual,First Owner,18.2 kmpl,1199 CC
Ford Ikon 1.3 Flair,2005,15000.0,1585.8,Petrol,Manual,First Owner,13.8 kmpl,1299 CC
Maruti Alto 800 LXI,2017,31000.0,1500.0,Petrol,Manual,First Owner,24.7 kmpl,796 CC
Chevrolet Tavera Neo 3 LT 9 Seats BSIII,2014,50000.0,5000.0,Diesel,Manual,First Owner,13.58 kmpl,2499 CC
Chevrolet Beat Diesel,2013,20000.0,6000.0,Diesel,Manual,Second Owner,25.44 kmpl,936 CC
Renault Lodgy 85PS RxE 7 Seater,2018,90000.0,3500.0,Diesel,Manual,First Owner,21.04 kmpl,1461 CC
Ambassador CLASSIC 1500 DSL AC,2000,7500.0,9000.0,Diesel,Manual,Second Owner,12.8 kmpl,1489 CC
Maruti Swift LXI Optional-O,2015,40000.0,5000.0,Petrol,Manual,First Owner,20.4 kmpl,1197 CC
Honda Mobilio RS i DTEC,2015,65000.0,11000.0,Diesel,Manual,First Owner,24.5 kmpl,1498 CC
Maruti Swift VDI,2015,48000.0,8784.7,Diesel,Manual,First Owner,28.4 kmpl,1248 CC
Maruti Alto LXi,2009,14000.0,3500.0,Petrol,Manual,First Owner,19.7 kmpl,796 CC
Maruti Swift VXI 2018,2018,55000.0,500.0,Petrol,Manual,First Owner,22.0 kmpl,1197 CC
Maruti Wagon R AMT VXI,2017,38000.0,2900.0,Petrol,Automatic,First Owner,20.51 kmpl,998 CC
Tata Indigo CS LS (TDI) BS-III,2016,44000.0,2000.0,Diesel,Manual,First Owner,19.09 kmpl,1405 CC
Maruti Swift Dzire VXI 1.2,2018,63000.0,1500.0,Petrol,Manual,First Owner,21.21 kmpl,1197 CC
Renault KWID RXL,2017,25000.0,4000.0,Petrol,Manual,First Owner,25.17 kmpl,799 CC
Maruti Alto LX,2009,12000.0,1700.0,Petrol,Manual,First Owner,19.7 kmpl,796 CC
Tata Manza Aura Quadrajet BS IV,2012,28700.0,12000.0,Diesel,Manual,First Owner,21.12 kmpl,1248 CC
Maruti Baleno Delta 1.2,2016,55000.0,4500.0,Petrol,Manual,First Owner,21.4 kmpl,1197 CC
Mahindra Scorpio 1.99 S10 4WD,2016,95000.0,6000.0,Diesel,Manual,Third Owner,15.4 kmpl,1997 CC
Tata Harrier XZ Dark Edition BSIV,2019,163000.0,2500.0,Diesel,Manual,First Owner,17.0 kmpl,1956 CC
Ford Fiesta 1.5 TDCi Trend,2015,50100.0,8000.0,Diesel,Manual,Second Owner,25.01 kmpl,1498 CC
Mahindra Bolero 2011-2019 ZLX BSIII,2014,55000.0,7000.0,Diesel,Manual,First Owner,15.96 kmpl,2523 CC
Maruti Alto 800 LXI,2016,30000.0,2500.0,Petrol,Manual,First Owner,22.74 kmpl,796 CC
Maruti Wagon R VXI BS IV,2015,30000.0,5000.0,Petrol,Manual,Third Owner,20.51 kmpl,998 CC
Toyota Etios Liva GD,2012,28000.0,10000.0,Diesel,Manual,Second Owner,,
Ford Figo 1.5P Titanium AT,2015,41600.0,4000.0,Petrol,Automatic,First Owner,17.01 kmpl,1499 CC
Maruti Omni E MPI STD BS IV,2018,26000.0,3000.0,Petrol,Manual,First Owner,16.8 kmpl,796 CC
Chevrolet Sail 1.2 LS ABS,2016,55000.0,1500.0,Petrol,Manual,First Owner,18.2 kmpl,1199 CC
Mahindra XUV500 W8 2WD,2012,70000.0,10000.0,Diesel,Manual,Second Owner,15.1 kmpl,2179 CC
Tata Indigo CS eGLX BS IV,2011,18100.0,7000.0,Petrol,Manual,First Owner,15.64 kmpl,1193 CC
Mahindra Scorpio VLS AT 2.2 mHAWK,2009,36500.0,11000.0,Diesel,Automatic,Second Owner,11.79 kmpl,2179 CC
Hyundai Santro Xing XO eRLX Euro II,2006,15000.0,955.8,Petrol,Manual,First Owner,,
Maruti Alto K10 VXI AGS Optional,2017,40000.0,1000.0,Petrol,Automatic,First Owner,23.95 kmpl,998 CC
Hyundai i10 Sportz,2010,21000.0,11000.0,Petrol,Manual,First Owner,20.36 kmpl,1197 CC
Hyundai Verna 1.6 SX,2013,50000.0,8700.0,Diesel,Manual,Second Owner,22.32 kmpl,1582 CC
Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,271100.0,900.0,Diesel,Automatic,First Owner,13.6 kmpl,1999 CC
Lexus ES 300h,2019,515000.0,2000.0,Petrol,Automatic,First Owner,22.37 kmpl,2487 CC
Jaguar XF 2.0 Diesel Portfolio,2017,320000.0,4500.0,Diesel,Automatic,First Owner,19.33 kmpl,1999 CC
Tata Safari Storme EX,2015,50300.0,11000.0,Diesel,Manual,First Owner,14.1 kmpl,2179 CC
Volvo XC40 D4 Inscription BSIV,2019,380000.0,2000.0,Diesel,Automatic,First Owner,18.0 kmpl,1969 CC
Toyota Camry 2.5 Hybrid,2016,200000.0,6808.9,Petrol,Automatic,First Owner,19.16 kmpl,2494 CC
Maruti Wagon R LXI,2013,22500.0,5834.3,Petrol,Manual,First Owner,21.79 kmpl,998 CC
Maruti Baleno Alpha 1.3,2018,74000.0,3881.7,Diesel,Manual,First Owner,27.39 kmpl,1248 CC
Honda Jazz VX,2016,55000.0,5649.4,Petrol,Manual,First Owner,18.2 kmpl,1199 CC
Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,75000.0,7932.8,Diesel,Manual,Second Owner,12.99 kmpl,2494 CC
Maruti Swift AMT VVT VXI,2019,65000.0,562.1,Petrol,Automatic,First Owner,22.0 kmpl,1197 CC
Toyota Etios VX,2017,62500.0,2553.8,Petrol,Manual,First Owner,16.78 kmpl,1496 CC
Maruti Swift AMT ZXI,2018,60000.0,6977.9,Petrol,Automatic,First Owner,22.0 kmpl,1197 CC
Hyundai Grand i10 1.2 CRDi Sportz,2017,45000.0,5629.0,Diesel,Manual,First Owner,24.0 kmpl,1186 CC
BMW X4 M Sport X xDrive20d,2019,540000.0,750.0,Diesel,Automatic,First Owner,16.78 kmpl,1995 CC
BMW X4 M Sport X xDrive20d,2019,550000.0,850.0,Diesel,Automatic,First Owner,16.78 kmpl,1995 CC
Honda Amaze V CVT Petrol BSIV,2019,77900.0,703.2,Petrol,Automatic,First Owner,19.0 kmpl,1199 CC
Skoda Rapid 1.6 MPI AT Elegance,2016,64500.0,1100.0,Petrol,Automatic,First Owner,14.3 kmpl,1598 CC
